slug,task_idx,task_text,importance,match_source,matched_workbank_task_id,matched_workbank_task,cosine_similarity,desire_mean,capability_mean,zone
dedalus-labs,0,Host and autoscale MCP servers in the cloud for AI agent deployments,5,inferred,1318,,0.343,4.5,4.0,Green
dedalus-labs,1,Route API requests across multiple LLM providers through a unified interface,5,inferred,15889,,0.2827,4.5,4.5,Green
dedalus-labs,2,Orchestrate complex multi-step agentic workflows via a single API endpoint,5,inferred,1276,,0.3463,4.5,3.5,Green
dedalus-labs,3,Connect AI agents to third-party tools from a hosted MCP marketplace,4,inferred,15889,,0.2879,4.5,4.0,Green
dedalus-labs,4,Manage load balancing across distributed agent infrastructure automatically,3,inferred,1318,,0.2923,4.5,4.0,Green
deep24,0,Aggregate personal data from multiple sources to build a comprehensive user profile,5,inferred,20319,,0.5929,3.5,3.5,Green
deep24,1,"Generate personalized improvement plans across health, productivity, and life domains",5,inferred,57,,0.4809,3.0,3.5,Green
deep24,2,Track progress toward personal goals and adjust coaching recommendations dynamically,4,inferred,14624,,0.4116,3.5,3.5,Green
deep24,3,Provide ongoing coaching guidance based on user behavior and contextual data signals,4,inferred,1274,,0.41,3.0,3.0,Yellow
deep24,4,Synthesize patterns across user data to surface actionable behavioral insights,3,inferred,20318,,0.4398,3.5,3.5,Green
deepaware-ai,0,Schedule GPU workloads using reinforcement learning to minimize energy consumption,5,inferred,20854,,0.4485,4.5,3.5,Green
deepaware-ai,1,Integrate real-time energy market prices into data center workload scheduling decisions,4,inferred,19648,,0.4219,4.5,3.5,Green
deepaware-ai,2,Monitor data center infrastructure health through a unified operational dashboard,4,inferred,14675,,0.4618,4.5,4.0,Green
deepaware-ai,3,Reduce GPU data center energy waste by up to thirty percent through AI optimization,5,inferred,20854,,0.4264,4.5,3.5,Green
deepaware-ai,4,Automate physical data center inspections and maintenance using robotic systems,3,inferred,22083,,0.444,4.5,2.0,Yellow
deepgrove,0,Run frontier AI inference locally on edge and consumer devices,5,inferred,11261,,0.2717,4.0,3.5,Green
deepgrove,1,Optimize large language model execution for low-power or constrained hardware,5,inferred,14654,,0.3733,4.0,3.5,Green
deepgrove,2,Deploy AI model capabilities to devices without requiring cloud connectivity,4,inferred,19011,,0.3492,4.0,3.5,Green
deepnight,0,Enhance low-light imagery using AI processing algorithms in real time,5,inferred,9352,,0.4068,4.0,4.0,Green
deepnight,1,Detect and classify objects in nighttime environments with computer vision,5,inferred,3897,,0.351,4.0,4.0,Green
deepnight,2,Filter and reduce visual noise from low-light sensor data,4,inferred,9351,,0.3512,4.5,4.5,Green
deepnight,3,Amplify weak optical signals to produce clear nighttime visual output,4,inferred,3897,,0.3077,4.0,3.5,Green
deepsilicon,0,Accelerate neural network inference using optimized hardware and software co-design,5,inferred,14719,,0.2928,3.5,2.0,Yellow
deepsilicon,1,Reduce computational cost of running AI models through efficient silicon architectures,5,inferred,14633,,0.3483,3.5,2.0,Yellow
deepsilicon,2,Optimize neural network execution pipelines for speed and energy efficiency,4,inferred,20854,,0.4175,4.0,2.5,Yellow
deepsim-inc,0,Simulate thermal behavior of AI chip designs to predict heat distribution,5,inferred,14683,,0.3453,4.0,3.5,Green
deepsim-inc,1,Validate chip thermal performance against design specifications before fabrication,5,inferred,14683,,0.4602,4.0,3.5,Green
deepsim-inc,2,Identify thermal hotspots in semiconductor layouts to guide design iteration,5,inferred,2825,,0.4055,4.0,3.5,Green
deepsim-inc,3,Accelerate chip design simulation cycles beyond traditional physics solver speed,4,inferred,14683,,0.3957,4.0,3.0,Yellow
deepsim-inc,4,Generate thermal models compatible with existing chip design tool workflows,3,inferred,136,,0.4185,4.0,3.5,Green
deeptrace,0,Investigate production alerts end-to-end to identify root causes of system failures,5,inferred,14675,,0.5628,3.0,2.5,Yellow
deeptrace,1,Triage incoming alerts to distinguish critical issues from noise and false positives,5,inferred,14675,,0.4947,4.0,3.5,Green
deeptrace,2,"Correlate signals across logs, metrics, and traces to pinpoint failure origin points",4,inferred,14723,,0.466,4.0,3.0,Yellow
deeptrace,3,Resolve production incidents autonomously by executing remediation steps without human intervention,4,inferred,3580,,0.5348,2.5,2.0,Low-Priority
deeptrace,4,Summarize incident findings and recommended actions for engineering team review,3,inferred,980,,0.5207,4.5,4.5,Green
delineate,0,Extract and structure data from existing clinical trial research into specialized datasets,5,inferred,16795,,0.6049,4.5,4.5,Green
delineate,1,Design optimized clinical trial protocols using AI analysis of prior study outcomes,5,inferred,16283,,0.4639,3.0,3.0,Yellow
delineate,2,Accelerate literature synthesis to support trial design decisions across drug classes,4,inferred,16814,,0.4562,4.0,4.5,Green
delineate,3,Identify trial design parameters that maximize probability of phase advancement,4,inferred,20735,,0.4841,3.5,3.0,Yellow
delineate,4,Automate evidence aggregation to reduce manual research effort for clinical scientists,3,inferred,15608,,0.6037,4.5,4.5,Green
delty,0,Automate administrative and operational workflows within healthcare organizations,5,inferred,18088,,0.4844,4.0,3.0,Yellow
delty,1,Coordinate patient-facing processes using autonomous AI agents,4,inferred,20438,,0.3783,3.5,2.5,Yellow
delty,2,Reduce manual work in clinical operations through intelligent process automation,4,inferred,16284,,0.4555,4.0,3.0,Yellow
delty,3,Monitor healthcare operational metrics and surface inefficiencies to administrators,3,inferred,16279,,0.5502,4.0,3.5,Green
delve,0,"Automate evidence collection for SOC 2, HIPAA, and ISO 27001 compliance frameworks",5,inferred,18037,,0.501,4.5,4.0,Green
delve,1,Monitor organizational controls continuously to detect compliance gaps,5,inferred,16279,,0.5811,4.5,4.0,Green
delve,2,Generate compliance audit reports and documentation for external reviewers,4,inferred,15414,,0.6006,4.5,4.0,Green
delve,3,Map organizational policies to specific regulatory framework requirements,4,inferred,18032,,0.5061,4.0,4.0,Green
delve,4,Alert teams to new or expiring compliance obligations across multiple frameworks,3,inferred,18030,,0.4472,4.5,4.5,Green
den,0,Execute knowledge worker tasks using general-purpose AI agents within team workspace,5,inferred,3590,,0.381,3.5,3.0,Yellow
den,1,Coordinate multi-step workflows across team members using autonomous agents,5,inferred,16212,,0.4183,3.5,2.5,Yellow
den,2,Synthesize information from documents and messages to answer team queries,4,inferred,14744,,0.4583,4.0,4.0,Green
den,3,Automate routine communication and information-sharing tasks within team channels,4,inferred,16212,,0.5198,4.5,4.5,Green
den,4,Surface relevant context and prior decisions to support ongoing team work,3,inferred,16212,,0.461,4.0,3.5,Green
dench-com,0,"Capture inbound leads via voice, SMS, and email and log them into the CRM automatically",5,inferred,4621,,0.3826,4.5,4.0,Green
dench-com,1,Draft email replies for review based on incoming messages and CRM context,5,inferred,2793,,0.4486,4.0,4.5,Green
dench-com,2,Conduct outbound sales outreach at scale by contacting and conversing with prospects autonomously,5,inferred,16179,,0.5486,4.0,3.5,Green
dench-com,3,"Generate daily, weekly, and monthly business performance briefings from CRM data",4,inferred,16150,,0.5628,4.5,4.5,Green
dench-com,4,Research target contacts and map relationship paths via LinkedIn connection trees,4,inferred,8956,,0.3624,4.0,4.0,Green
dench-com,5,Update contact and matter records automatically based on communication outcomes,3,inferred,23274,,0.4376,4.5,4.0,Green
denki,0,Collect and organize audit evidence from enterprise systems automatically during control testing,5,inferred,14734,,0.4713,4.5,3.5,Green
denki,1,Execute walkthrough interviews to document internal control processes and procedures,5,inferred,17248,,0.5504,3.0,2.5,Yellow
denki,2,Test financial controls against SOX and SEC regulatory compliance requirements,5,inferred,20168,,0.5494,4.0,3.0,Yellow
denki,3,Generate audit workpapers with full traceability linking findings to source evidence,5,inferred,15414,,0.4738,4.5,3.5,Green
denki,4,Plan internal audit engagements by scoping controls and defining testing procedures,4,inferred,15425,,0.5215,3.0,2.5,Yellow
denki,5,Integrate with existing audit platforms such as AuditBoard and Workiva to execute workflows,3,inferred,16279,,0.4325,4.0,3.5,Green
deployparagon,0,Identify and qualify sales leads for industrial distributors and manufacturers automatically,5,inferred,20945,,0.5018,4.5,4.0,Green
deployparagon,1,Automate customer outreach and follow-up sequences for industrial sales teams,5,inferred,4623,,0.5196,4.5,4.5,Green
deployparagon,2,Generate revenue forecasts and sales pipeline reports for industrial businesses,4,inferred,11375,,0.6304,4.0,4.5,Green
deployparagon,3,Optimize inventory and pricing decisions using demand and market data signals,3,inferred,15704,,0.5384,4.0,3.5,Green
design-arena,0,Collect human preference judgments comparing AI-generated design outputs at scale,5,inferred,20488,,0.4238,3.0,3.5,Green
design-arena,1,Rank AI design models based on aggregated crowdsourced evaluation results,5,inferred,16194,,0.3254,4.0,4.0,Green
design-arena,2,Provide benchmark scores for AI image and design generation model comparison,4,inferred,16194,,0.3575,4.5,4.5,Green
design-arena,3,Surface community consensus on design quality across diverse styles and prompts,3,inferred,299,,0.532,3.5,3.5,Green
dexter,0,Automate procurement intake requests from internal stakeholders end-to-end,5,inferred,8870,,0.5284,4.5,3.5,Green
dexter,1,Source and evaluate suppliers against enterprise procurement requirements,5,inferred,15697,,0.6729,3.5,3.0,Yellow
dexter,2,Draft and review vendor contracts using AI-powered clause analysis,4,inferred,1025,,0.5062,4.0,4.0,Green
dexter,3,Conduct supplier due diligence by aggregating and assessing risk data,4,inferred,20945,,0.5624,4.0,3.5,Green
dexter,4,"Perform three-way matching of purchase orders, receipts, and invoices automatically",5,matched,2509,"Match order forms with invoices, and record the necessary information.",0.7416,2.857142857142857,5.0,Red
dexter,5,Track procurement workflow status and escalate exceptions to approvers,3,inferred,20945,,0.5101,4.5,4.0,Green
dgi-apparel,0,Compare prices across multiple wholesale apparel vendors in real time,5,inferred,15721,,0.4662,4.5,4.5,Green
dgi-apparel,1,Display inventory availability and shipping timelines across vendor accounts,5,inferred,15897,,0.5265,4.5,4.5,Green
dgi-apparel,2,Consolidate multi-vendor shopping carts into a single checkout experience,4,inferred,15884,,0.4711,4.0,3.5,Green
dgi-apparel,3,Track purchase orders and delivery status across vendor shipments,4,inferred,1148,,0.6192,4.5,4.5,Green
dgi-apparel,4,Generate procurement analytics and spending reports for print shop owners,3,inferred,15697,,0.5549,4.5,4.5,Green
dianahr,0,Manage employee onboarding processes including documentation and system setup,5,inferred,18562,,0.5426,4.0,3.5,Green
dianahr,1,"Answer employee benefits, payroll, and compliance questions automatically",5,inferred,2515,,0.5767,4.5,4.5,Green
dianahr,2,Monitor and respond to state compliance notices on behalf of SMB employers,4,inferred,18564,,0.4986,4.5,3.5,Green
dianahr,3,"Administer workers compensation, 401k, and insurance enrollment workflows",4,inferred,21097,,0.6587,4.0,3.5,Green
dianahr,4,Consolidate HR software management tasks into a single automated interface,3,inferred,18866,,0.5607,4.5,3.5,Green
diffusion-studio,0,Edit video timelines non-linearly using a browser-based professional editing interface,5,inferred,3905,,0.455,2.5,2.5,Low-Priority
diffusion-studio,1,Render video exports at professional quality using WebCodecs and WebGPU,5,inferred,17249,,0.3005,4.0,3.0,Yellow
diffusion-studio,2,Arrange and trim video and audio clips on a multi-track timeline,4,inferred,22535,,0.409,3.0,2.5,Yellow
diffusion-studio,3,Apply visual effects and transitions between video clips in real time,3,inferred,3905,,0.5863,3.0,2.5,Yellow
diffusion-studio,4,Collaborate on video projects without installing desktop software,3,inferred,14670,,0.45,3.5,3.0,Yellow
digipals,0,"Synthesize location, calendar, and photo context to surface relevant social actions",5,inferred,2717,,0.4057,3.0,3.5,Green
